Number,Short description,Change Environment,Opened by,Assigned to,Assignment group,Service,State,Risk,Priority,Urgency,Impact,Model,Created,Start Date,Closed
CR-2800,User login failed: Account locked due to excessive login attempts.,Data,User D,User D,Group A,Service B,New,Low,P3,Low,Low,Model A,2024-09-29 18:12:40,,
CR-2801,Performance report: Sluggish response times on application.,Failure,User B,User D,Group A,Service B,Closed,Medium,P1,Medium,Medium,Model B,2025-03-16 18:12:40,2025-03-16 20:12:40,2025-03-16 22:12:40
CR-2802,Critical alert: Database server overload detected.,Failure,User C,User A,Group B,Service C,New,Low,P3,Low,Low,Model C,2024-02-25 18:12:40,,
CR-2803,Performance report: Sluggish response times on application.,Access,User B,User A,Group B,Service B,Canceled,High,P3,Low,High,Model B,2025-11-07 18:12:40,2025-11-07 19:12:40,2025-11-07 21:12:40
CR-2804,Failed Workflow - ID: 0000,Access,User B,User D,Group A,Service B,In Progress,Medium,P2,High,High,Model A,2024-07-13 18:12:40,2024-07-13 21:12:40,
CR-2805,Network issue: Unable to connect to external API.,Facilities,User D,User A,Group B,Service B,In Progress,High,P1,Medium,Medium,Model C,2025-04-13 18:12:40,2025-04-13 19:12:40,
CR-2806,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Access,User D,"",Group B,Service B,Resolved,High,P1,High,High,Model B,2024-03-06 18:12:40,2024-03-06 21:12:40,2024-03-07 00:12:40
CR-2807,Performance report: Sluggish response times on application.,Failure,User A,"",Group A,Service A,On Hold,Medium,P2,Medium,Medium,Model C,2025-07-25 18:12:40,,
CR-2808,User login failed: Account locked due to excessive login attempts.,Failure,User C,User D,Group C,Service B,On Hold,Medium,P1,Low,Low,Model B,2025-07-29 18:12:40,,
CR-2809,Critical alert: Database server overload detected.,SLA Breach,User A,User D,Group B,Service A,New,High,P3,High,High,Model B,2024-05-08 18:12:40,,
CR-2810,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Data,User B,User A,Group B,Service C,Canceled,Low,P3,Low,Medium,Model C,2023-11-22 18:12:40,2023-11-22 21:12:40,2023-11-22 23:12:40
CR-2811,Failed Workflow - ID: 0000,Facilities,User A,User A,Group C,Service A,Resolved,Medium,P2,Medium,Low,Model B,2024-04-24 18:12:40,2024-04-24 20:12:40,2024-04-25 00:12:40
CR-2812,Critical alert: Database server overload detected.,Hardware,User B,User B,Group B,Service A,New,High,P3,Low,High,Model A,2025-06-26 18:12:40,,
CR-2813,Security patch applied: Monitoring for any issues.,Data,User C,User C,Group C,Service A,Canceled,High,P2,High,Low,Model A,2024-05-20 18:12:40,2024-05-20 20:12:40,2024-05-20 21:12:40
CR-2814,Performance report: Sluggish response times on application.,Software,User C,User C,Group A,Service C,New,High,P2,High,Medium,Model C,2024-12-22 18:12:40,,
CR-2815,Data breach notification sent to affected users.,Access,User C,User C,Group C,Service B,Closed,Low,P2,Low,Medium,Model A,2025-02-09 18:12:40,2025-02-09 19:12:40,2025-02-09 22:12:40
CR-2816,Suspicious activity detected on account: User A.,Failure,User D,User B,Group C,Service B,New,Low,P2,Low,High,Model C,2024-07-28 18:12:40,,
CR-2817,Service unavailable due to maintenance,Network,User D,"",Group A,Service C,New,High,P3,Medium,Medium,Model C,2025-02-20 18:12:40,,
CR-2818,Security patch applied: Monitoring for any issues.,Software,User C,User D,Group A,Service B,New,High,P1,Low,Medium,Model A,2024-01-04 18:12:40,,
CR-2819,Routine check: All systems operational - No issues detected.,Complaint,User B,User B,Group C,Service B,Closed,Low,P1,Medium,High,Model B,2024-06-16 18:12:40,2024-06-16 21:12:40,2024-06-16 23:12:40
CR-2820,Failed Workflow - ID: 0000,Software,User D,User D,Group A,Service B,Canceled,Medium,P2,Medium,High,Model A,2025-03-03 18:12:40,2025-03-03 21:12:40,2025-03-04 01:12:40
CR-2821,Security patch applied: Monitoring for any issues.,Access,User D,User C,Group A,Service B,Resolved,Low,P1,High,High,Model C,2025-08-09 18:12:40,2025-08-09 19:12:40,2025-08-09 23:12:40
CR-2822,Security alert: Unauthorized access attempt detected.,Complaint,User D,User C,Group B,Service C,Resolved,Medium,P2,Medium,High,Model A,2025-07-10 18:12:40,2025-07-10 21:12:40,2025-07-11 01:12:40
CR-2823,Suspicious activity detected on account: User A.,Data,User C,"",Group A,Service A,On Hold,High,P1,Low,Medium,Model B,2024-02-15 18:12:40,,
CR-2824,Security patch applied: Monitoring for any issues.,Network,User A,User A,Group B,Service C,In Progress,High,P1,High,Low,Model B,2025-05-31 18:12:40,2025-05-31 21:12:40,
CR-2825,User login failed: Account locked due to excessive login attempts.,Complaint,User C,User A,Group C,Service C,Resolved,High,P2,Low,Low,Model B,2024-07-05 18:12:40,2024-07-05 19:12:40,2024-07-05 22:12:40
CR-2826,Suspicious activity detected on account: User A.,Failure,User C,User B,Group B,Service A,Closed,Medium,P3,Low,Low,Model C,2024-06-11 18:12:40,2024-06-11 20:12:40,2024-06-11 22:12:40
CR-2827,Suspicious activity detected on account: User A.,Failure,User C,User C,Group B,Service B,New,Medium,P2,High,Medium,Model C,2024-09-20 18:12:40,,
CR-2828,Security patch applied: Monitoring for any issues.,Complaint,User B,User D,Group C,Service C,Resolved,Low,P2,High,Medium,Model A,2025-06-04 18:12:40,2025-06-04 20:12:40,2025-06-04 23:12:40
CR-2829,Service unavailable due to maintenance,Hardware,User B,User C,Group B,Service A,In Progress,Low,P2,Low,Low,Model C,2024-02-18 18:12:40,2024-02-18 20:12:40,
CR-2830,Failed Workflow - ID: 0000,Access,User B,User D,Group C,Service B,On Hold,Low,P3,High,High,Model C,2025-08-13 18:12:40,,
CR-2831,Routine check: All systems operational - No issues detected.,Access,User D,"",Group A,Service B,In Progress,Medium,P2,Low,Low,Model C,2024-11-18 18:12:40,2024-11-18 21:12:40,
CR-2832,Failed Workflow - ID: 0000,Facilities,User C,User A,Group B,Service A,Closed,Medium,P2,Medium,Low,Model A,2025-06-04 18:12:40,2025-06-04 21:12:40,2025-06-04 23:12:40
CR-2833,Network issue: Unable to connect to external API.,Complaint,User A,User A,Group B,Service A,New,High,P3,Low,Low,Model A,2024-02-18 18:12:40,,
CR-2834,Critical alert: Database server overload detected.,Network,User C,User B,Group B,Service C,Canceled,High,P3,Low,Low,Model A,2024-07-26 18:12:40,2024-07-26 19:12:40,2024-07-26 22:12:40
CR-2835,Suspicious activity detected on account: User A.,Hardware,User B,User D,Group C,Service B,Resolved,High,P2,Low,High,Model B,2024-04-30 18:12:40,2024-04-30 21:12:40,2024-04-30 23:12:40
CR-2836,Routine check: All systems operational - No issues detected.,Data,User D,"",Group C,Service A,On Hold,Low,P1,High,High,Model B,2024-04-28 18:12:40,,
CR-2837,Network issue: Unable to connect to external API.,Data,User C,User B,Group B,Service B,Closed,Medium,P1,High,Medium,Model C,2024-04-16 18:12:40,2024-04-16 21:12:40,2024-04-16 22:12:40
CR-2838,Suspicious activity detected on account: User A.,SLA Breach,User A,User A,Group A,Service A,New,Medium,P1,High,Medium,Model C,2025-04-28 18:12:40,,
CR-2839,Network issue: Unable to connect to external API.,Complaint,User B,User D,Group A,Service A,On Hold,Medium,P3,High,High,Model A,2025-02-16 18:12:40,,
CR-2840,Routine check: All systems operational - No issues detected.,Access,User A,"",Group B,Service C,Canceled,High,P3,Low,Low,Model C,2024-03-18 18:12:40,2024-03-18 21:12:40,2024-03-18 23:12:40
CR-2841,User login failed: Account locked due to excessive login attempts.,Facilities,User C,"",Group C,Service C,Closed,High,P2,Medium,Medium,Model B,2024-01-01 18:12:40,2024-01-01 20:12:40,2024-01-01 22:12:40
CR-2842,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,SLA Breach,User C,"",Group A,Service B,Canceled,Low,P2,High,High,Model A,2024-11-03 18:12:40,2024-11-03 20:12:40,2024-11-03 23:12:40
CR-2843,Service unavailable due to maintenance,Facilities,User C,User B,Group C,Service A,On Hold,Medium,P2,High,Medium,Model B,2025-09-25 18:12:40,,
CR-2844,Suspicious activity detected on account: User A.,Complaint,User B,User D,Group A,Service A,Canceled,Medium,P2,Medium,Medium,Model C,2024-12-08 18:12:40,2024-12-08 19:12:40,2024-12-08 22:12:40
CR-2845,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Software,User B,"",Group B,Service C,New,Low,P1,Low,Low,Model A,2025-05-30 18:12:40,,
CR-2846,Suspicious activity detected on account: User A.,Failure,User C,User B,Group A,Service C,In Progress,High,P2,High,Low,Model C,2025-11-09 18:12:40,2025-11-09 20:12:40,
CR-2847,Security alert: Unauthorized access attempt detected.,Network,User D,User B,Group B,Service C,Resolved,Low,P2,Low,Low,Model A,2024-07-22 18:12:40,2024-07-22 20:12:40,2024-07-22 23:12:40
CR-2848,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Failure,User D,User C,Group C,Service A,Canceled,High,P3,Low,Medium,Model C,2025-08-27 18:12:40,2025-08-27 20:12:40,2025-08-27 23:12:40
CR-2849,Security patch applied: Monitoring for any issues.,Complaint,User D,User D,Group B,Service A,Canceled,Medium,P2,Low,Medium,Model C,2024-11-21 18:12:40,2024-11-21 20:12:40,2024-11-21 21:12:40
CR-2850,Failed Workflow - ID: 0000,Facilities,User C,"",Group C,Service C,On Hold,High,P1,Medium,High,Model B,2025-11-16 18:12:40,,
CR-2851,User login failed: Account locked due to excessive login attempts.,SLA Breach,User A,User D,Group C,Service B,On Hold,High,P2,Low,Low,Model A,2024-05-06 18:12:40,,
CR-2852,Suspicious activity detected on account: User A.,Failure,User D,User C,Group A,Service B,New,High,P3,High,High,Model C,2024-03-23 18:12:40,,
CR-2853,Security alert: Unauthorized access attempt detected.,SLA Breach,User C,User A,Group B,Service B,Closed,Low,P3,Low,Low,Model A,2025-03-23 18:12:40,2025-03-23 21:12:40,2025-03-24 01:12:40
CR-2854,Security alert: Unauthorized access attempt detected.,Failure,User B,User A,Group C,Service C,Resolved,High,P3,Low,High,Model C,2024-01-23 18:12:40,2024-01-23 19:12:40,2024-01-23 22:12:40
CR-2855,Critical alert: Database server overload detected.,Network,User C,User D,Group B,Service C,Closed,High,P1,Medium,High,Model A,2025-02-25 18:12:40,2025-02-25 20:12:40,2025-02-25 22:12:40
CR-2856,Performance report: Sluggish response times on application.,Complaint,User B,"",Group A,Service C,On Hold,Medium,P2,Medium,High,Model B,2024-12-19 18:12:40,,
CR-2857,Routine check: All systems operational - No issues detected.,Network,User D,User C,Group B,Service C,Canceled,High,P3,Medium,Medium,Model A,2025-11-12 18:12:40,2025-11-12 20:12:40,2025-11-12 21:12:40
CR-2858,Network issue: Unable to connect to external API.,Facilities,User A,User C,Group B,Service A,Resolved,Medium,P1,High,High,Model C,2025-03-02 18:12:40,2025-03-02 19:12:40,2025-03-02 21:12:40
CR-2859,Data breach notification sent to affected users.,SLA Breach,User D,User B,Group C,Service C,New,Low,P2,Low,Medium,Model C,2024-06-09 18:12:40,,
CR-2860,Performance report: Sluggish response times on application.,Software,User A,User D,Group B,Service A,Closed,Low,P1,Low,Medium,Model B,2025-05-26 18:12:40,2025-05-26 19:12:40,2025-05-26 21:12:40
CR-2861,Failed Workflow - ID: 0000,Hardware,User A,User C,Group B,Service A,Resolved,Medium,P1,Low,High,Model B,2024-04-22 18:12:40,2024-04-22 20:12:40,2024-04-22 23:12:40
CR-2862,Security alert: Unauthorized access attempt detected.,Hardware,User D,User A,Group A,Service A,Resolved,Medium,P1,High,Medium,Model A,2025-06-02 18:12:40,2025-06-02 21:12:40,2025-06-02 22:12:40
CR-2863,Failed Workflow - ID: 0000,Data,User A,User A,Group B,Service C,On Hold,Low,P2,Low,Medium,Model B,2025-02-26 18:12:40,,
CR-2864,Performance report: Sluggish response times on application.,Hardware,User D,User C,Group C,Service B,Resolved,Low,P2,High,Low,Model B,2025-02-08 18:12:40,2025-02-08 21:12:40,2025-02-09 01:12:40
CR-2865,Service outage detected - No connection to database.,Complaint,User C,User D,Group A,Service B,Closed,Low,P3,Low,High,Model C,2023-12-30 18:12:40,2023-12-30 20:12:40,2023-12-31 00:12:40
CR-2866,Suspicious activity detected on account: User A.,Hardware,User A,"",Group A,Service B,In Progress,Medium,P1,Medium,Low,Model A,2025-09-23 18:12:40,2025-09-23 19:12:40,
CR-2867,Data breach notification sent to affected users.,Facilities,User B,User A,Group A,Service B,In Progress,High,P1,Low,High,Model A,2025-04-28 18:12:40,2025-04-28 19:12:40,
CR-2868,User login failed: Account locked due to excessive login attempts.,Network,User D,User B,Group A,Service A,New,Medium,P3,Medium,Low,Model B,2025-02-09 18:12:40,,
CR-2869,Network issue: Unable to connect to external API.,Network,User D,User A,Group C,Service A,In Progress,Medium,P1,Medium,High,Model A,2024-05-05 18:12:40,2024-05-05 21:12:40,
CR-2870,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Access,User A,"",Group B,Service B,In Progress,High,P2,High,Low,Model B,2024-08-05 18:12:40,2024-08-05 20:12:40,
CR-2871,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Failure,User A,User B,Group A,Service C,Canceled,Low,P3,Medium,High,Model B,2025-02-28 18:12:40,2025-02-28 19:12:40,2025-02-28 22:12:40
CR-2872,Network issue: Unable to connect to external API.,Software,User C,User D,Group A,Service C,Closed,High,P3,High,High,Model C,2025-10-26 18:12:40,2025-10-26 20:12:40,2025-10-26 21:12:40
CR-2873,Network issue: Unable to connect to external API.,SLA Breach,User C,User A,Group A,Service A,On Hold,High,P3,High,Medium,Model B,2024-05-07 18:12:40,,
CR-2874,Routine check: All systems operational - No issues detected.,Data,User A,User B,Group B,Service A,On Hold,Medium,P1,High,Low,Model A,2024-02-11 18:12:40,,
CR-2875,Failed Workflow - ID: 0000,Software,User C,User C,Group A,Service A,In Progress,High,P2,High,Medium,Model C,2025-04-30 18:12:40,2025-04-30 20:12:40,
CR-2876,Critical alert: Database server overload detected.,Data,User A,"",Group A,Service C,Resolved,High,P1,Medium,Medium,Model B,2025-04-08 18:12:40,2025-04-08 21:12:40,2025-04-09 00:12:40
CR-2877,Suspicious activity detected on account: User A.,Hardware,User A,"",Group A,Service C,Closed,Low,P2,Medium,Medium,Model B,2025-11-15 18:12:40,2025-11-15 19:12:40,2025-11-15 20:12:40
CR-2878,Data breach notification sent to affected users.,Network,User C,"",Group C,Service A,Canceled,High,P1,High,Medium,Model A,2024-02-10 18:12:40,2024-02-10 21:12:40,2024-02-10 22:12:40
CR-2879,Security alert: Unauthorized access attempt detected.,Hardware,User B,User D,Group A,Service A,Canceled,Low,P3,Medium,Medium,Model B,2024-09-29 18:12:40,2024-09-29 20:12:40,2024-09-29 22:12:40
CR-2880,Network issue: Unable to connect to external API.,SLA Breach,User A,User A,Group B,Service B,On Hold,High,P2,Low,Low,Model B,2024-09-24 18:12:40,,
CR-2881,Data breach notification sent to affected users.,Software,User B,User B,Group A,Service A,Resolved,Low,P2,Medium,Low,Model A,2025-01-19 18:12:40,2025-01-19 19:12:40,2025-01-19 21:12:40
CR-2882,Critical alert: Database server overload detected.,Access,User A,User C,Group A,Service A,On Hold,High,P1,Low,High,Model A,2025-04-14 18:12:40,,
CR-2883,Data breach notification sent to affected users.,SLA Breach,User A,User A,Group B,Service A,Canceled,High,P3,Medium,High,Model A,2025-08-15 18:12:40,2025-08-15 21:12:40,2025-08-15 22:12:40
CR-2884,Failed Workflow - ID: 0000,Access,User D,User C,Group C,Service A,Resolved,High,P3,High,High,Model A,2024-10-29 18:12:40,2024-10-29 19:12:40,2024-10-29 22:12:40
CR-2885,Security patch applied: Monitoring for any issues.,Access,User A,"",Group A,Service B,New,Low,P3,High,High,Model C,2024-12-22 18:12:40,,
CR-2886,Failed Workflow - ID: 0000,Data,User A,User C,Group B,Service B,New,Low,P2,Low,High,Model C,2025-10-12 18:12:40,,
CR-2887,Failed Workflow - ID: 0000,Facilities,User C,User C,Group C,Service C,New,High,P1,High,Medium,Model C,2024-05-15 18:12:40,,
CR-2888,Network issue: Unable to connect to external API.,Complaint,User D,User C,Group B,Service C,Resolved,Low,P1,High,Medium,Model C,2024-12-28 18:12:40,2024-12-28 19:12:40,2024-12-28 23:12:40
CR-2889,Service outage detected - No connection to database.,Access,User B,User C,Group A,Service A,Closed,Medium,P1,High,Medium,Model C,2024-02-04 18:12:40,2024-02-04 19:12:40,2024-02-04 22:12:40
CR-2890,Service outage detected - No connection to database.,Failure,User C,User C,Group C,Service C,Canceled,Low,P3,Low,Low,Model A,2024-01-01 18:12:40,2024-01-01 19:12:40,2024-01-01 20:12:40
CR-2891,Security patch applied: Monitoring for any issues.,Data,User D,User D,Group B,Service B,In Progress,Low,P2,Medium,Low,Model C,2024-01-08 18:12:40,2024-01-08 20:12:40,
CR-2892,Service unavailable due to maintenance,Failure,User A,User C,Group A,Service A,Closed,High,P3,Medium,Low,Model C,2024-02-01 18:12:40,2024-02-01 19:12:40,2024-02-01 23:12:40
CR-2893,Suspicious activity detected on account: User A.,Software,User B,User A,Group B,Service C,On Hold,Medium,P1,Medium,Low,Model B,2025-02-05 18:12:40,,
CR-2894,Service outage detected - No connection to database.,Software,User A,User C,Group C,Service C,Closed,Low,P2,Low,Medium,Model A,2024-10-14 18:12:40,2024-10-14 19:12:40,2024-10-14 22:12:40
CR-2895,Critical alert: Database server overload detected.,SLA Breach,User C,"",Group A,Service A,Closed,Low,P1,Medium,Low,Model B,2025-07-20 18:12:40,2025-07-20 20:12:40,2025-07-20 23:12:40
CR-2896,Performance report: Sluggish response times on application.,Software,User A,User B,Group A,Service B,Canceled,Medium,P1,Low,Medium,Model A,2024-08-25 18:12:40,2024-08-25 21:12:40,2024-08-26 00:12:40
CR-2897,Failed Healthcheck - ID: 04657562-f44675-42349c-a2350-f22351a25a Host: ,Network,User D,User C,Group A,Service C,Resolved,High,P3,High,High,Model C,2024-01-13 18:12:40,2024-01-13 21:12:40,2024-01-14 01:12:40
